GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0090201	negative regulation of release of cytoch...	4	2	0.02	9.3e-05	0.94767	BP
GO:0019915	lipid storage	121	4	0.49	0.0013	1	BP
GO:0070301	cellular response to hydrogen peroxide	14	2	0.06	0.0014	1	BP
GO:0000079	regulation of cyclin-dependent protein s...	22	2	0.09	0.0034	1	BP
GO:0018283	iron incorporation into metallo-sulfur c...	1	1	0	0.004	1	BP
GO:0007253	cytoplasmic sequestering of NF-kappaB	1	1	0	0.004	1	BP
GO:0010722	regulation of ferrochelatase activity	1	1	0	0.004	1	BP
GO:0019230	proprioception	2	1	0.01	0.008	1	BP
GO:2001020	regulation of response to DNA damage sti...	38	2	0.15	0.01	1	BP
GO:0030307	positive regulation of cell growth	38	2	0.15	0.01	1	BP
GO:0034086	maintenance of sister chromatid cohesion	3	1	0.01	0.012	1	BP
GO:0034088	maintenance of mitotic sister chromatid ...	3	1	0.01	0.012	1	BP
GO:0032728	positive regulation of interferon-beta p...	3	1	0.01	0.012	1	BP
GO:0043124	negative regulation of I-kappaB kinase/N...	3	1	0.01	0.012	1	BP
GO:0032481	positive regulation of type I interferon...	4	1	0.02	0.0159	1	BP
GO:1901797	negative regulation of signal transducti...	4	1	0.02	0.0159	1	BP
GO:0019896	axonal transport of mitochondrion	4	1	0.02	0.0159	1	BP
GO:0043518	negative regulation of DNA damage respon...	4	1	0.02	0.0159	1	BP
GO:0032648	regulation of interferon-beta production	4	1	0.02	0.0159	1	BP
GO:0032608	interferon-beta production	4	1	0.02	0.0159	1	BP
GO:0070682	proteasome regulatory particle assembly	4	1	0.02	0.0159	1	BP
GO:0045737	positive regulation of cyclin-dependent ...	6	1	0.02	0.0238	1	BP
GO:1904031	positive regulation of cyclin-dependent ...	6	1	0.02	0.0238	1	BP
GO:0017001	antibiotic catabolic process	6	1	0.02	0.0238	1	BP
GO:0051881	regulation of mitochondrial membrane pot...	6	1	0.02	0.0238	1	BP
GO:0042744	hydrogen peroxide catabolic process	6	1	0.02	0.0238	1	BP
GO:0120039	plasma membrane bounded cell projection ...	576	6	2.31	0.0241	1	BP
GO:0048812	neuron projection morphogenesis	576	6	2.31	0.0241	1	BP
GO:0045736	negative regulation of cyclin-dependent ...	7	1	0.03	0.0277	1	BP
GO:2001021	negative regulation of response to DNA d...	7	1	0.03	0.0277	1	BP
GO:0032479	regulation of type I interferon producti...	7	1	0.03	0.0277	1	BP
GO:1904030	negative regulation of cyclin-dependent ...	7	1	0.03	0.0277	1	BP
GO:0010039	response to iron ion	7	1	0.03	0.0277	1	BP
GO:1901796	regulation of signal transduction by p53...	8	1	0.03	0.0316	1	BP
GO:0043516	regulation of DNA damage response, signa...	8	1	0.03	0.0316	1	BP
GO:0032606	type I interferon production	8	1	0.03	0.0316	1	BP
GO:0060025	regulation of synaptic activity	8	1	0.03	0.0316	1	BP
GO:0016540	protein autoprocessing	8	1	0.03	0.0316	1	BP
GO:0040017	positive regulation of locomotion	72	2	0.29	0.0333	1	BP
GO:0031175	neuron projection development	627	6	2.51	0.0349	1	BP
GO:0048858	cell projection morphogenesis	628	6	2.52	0.0351	1	BP
GO:0006688	glycosphingolipid biosynthetic process	9	1	0.04	0.0355	1	BP
GO:0007064	mitotic sister chromatid cohesion	9	1	0.04	0.0355	1	BP
GO:0006385	transcription elongation from RNA polyme...	9	1	0.04	0.0355	1	BP
GO:0006386	termination of RNA polymerase III transc...	9	1	0.04	0.0355	1	BP
GO:0051353	positive regulation of oxidoreductase ac...	9	1	0.04	0.0355	1	BP
GO:0033563	dorsal/ventral axon guidance	9	1	0.04	0.0355	1	BP
GO:0006783	heme biosynthetic process	9	1	0.04	0.0355	1	BP
GO:0032990	cell part morphogenesis	631	6	2.53	0.0358	1	BP
GO:0032507	maintenance of protein location in cell	77	2	0.31	0.0377	1	BP
GO:0001539	cilium or flagellum-dependent cell motil...	10	1	0.04	0.0394	1	BP
GO:0007020	microtubule nucleation	10	1	0.04	0.0394	1	BP
GO:0051187	cofactor catabolic process	10	1	0.04	0.0394	1	BP
GO:0033014	tetrapyrrole biosynthetic process	10	1	0.04	0.0394	1	BP
GO:0045773	positive regulation of axon extension	10	1	0.04	0.0394	1	BP
